"MatchID","Year","Tournament","Round","Time","Result","Player","Nationality_1","Opponent","Nationality_2","Aces","Aces_Diff","Double_Faults","Double_Faults_Diff","First_Serve_Total","First_Serve_Per","First_Serve_Per_Diff","First_Serve_Points_Won_Total","First_Serve_Points_Won_Per","First_Serve_Points_Won_Per_Diff","Second_Serve_Points_Won_Total","Second_Serve_Points_Won_Per","Second_Serve_Points_Won_Per_Diff","Break_Points_Saved_Total","Break_Points_Saved_Per","Break_Points_Saved_Per_Diff","Service_Games_Played","First_Serve_Return_Points_Won_Total","First_Serve_Return_Points_Won_Per","First_Serve_Return_Points_Won_Per_Diff","Second_Serve_Return_Points_Won_Total","Second_Serve_Return_Points_Won_Per","Second_Serve_Return_Points_Won_Per_Diff","Break_Points_Converted_Total","Break_Points_Converted_Per","Break_Points_Converted_Per_Diff","Return_Games_Played","Total_Service_Points_Won_Total","Total_Service_Points_Won_Per","Total_Service_Points_Won_Per_Diff","Total_Return_Points_Won_Total","Total_Return_Points_Won_Per","Total_Return_Points_Won_Per_Diff","Total_Points_Won_Total","Total_Points_Won_Per","Total_Points_Won_Per_Diff"
47,2013,"ATP World Tour Masters 1000 Cincinnati",32,NA,"L","Radek Stepanek","Czech Republic","Julien Benneteau","France",5,-11,6,0,111,67,4,75,66,-2,36,41,-4,6,16,-47,16,76,31,-2,44,54,-4,11,36,-47,16,111,58,-2,120,40,-1,231,48,-3
48,2013,"ATP World Tour Masters 1000 Cincinnati",32,NA,"W","Andy Murray","Great Britain","Mikhail Youzhny","Russian Federation",1,0,0,-7,46,69,5,32,71,10,14,57,32,2,50,22,8,36,38,10,20,75,33,7,71,21,9,46,67,19,56,51,19,102,58,17
48,2013,"ATP World Tour Masters 1000 Cincinnati",32,NA,"L","Mikhail Youzhny","Russian Federation","Andy Murray","Great Britain",1,0,7,7,56,64,-5,36,61,-10,20,25,-32,7,28,-22,9,32,28,-10,14,42,-33,2,50,-21,8,56,48,-19,46,32,-19,102,41,-17
49,2013,"ATP World Tour Masters 1000 Cincinnati",16,NA,"W","Novak Djokovic","Serbia","David Goffin","Belgium",5,3,2,-1,35,57,10,20,80,26,15,80,55,0,0,-28,7,22,45,25,24,75,55,7,71,71,7,35,80,41,46,60,40,81,69,39
49,2013,"ATP World Tour Masters 1000 Cincinnati",16,NA,"L","David Goffin","Belgium","Novak Djokovic","Serbia",2,-3,3,1,46,47,-10,22,54,-26,24,25,-55,7,28,28,7,20,20,-25,15,20,-55,0,0,-71,7,46,39,-41,35,20,-40,81,30,-39
50,2013,"ATP World Tour Masters 1000 Cincinnati",16,NA,"W","John Isner","United States","Milos Raonic","Canada",13,9,2,-1,67,58,-4,39,82,12,28,64,7,1,0,-75,11,47,29,12,28,42,7,8,25,-75,11,67,74,9,75,34,9,142,53,7
50,2013,"ATP World Tour Masters 1000 Cincinnati",16,NA,"L","Milos Raonic","Canada","John Isner","United States",4,-9,3,1,75,62,4,47,70,-12,28,57,-7,8,75,75,11,39,17,-12,28,35,-7,1,100,75,11,75,65,-9,67,25,-9,142,46,-7
51,2013,"ATP World Tour Masters 1000 Cincinnati",16,NA,"W","Dmitry Tursunov","Russian Federation","David Ferrer","Spain",6,2,2,2,54,61,8,33,78,17,21,57,9,0,0,-50,9,34,38,17,29,51,9,6,50,50,9,54,70,15,63,44,15,117,56,13
51,2013,"ATP World Tour Masters 1000 Cincinnati",16,NA,"L","David Ferrer","Spain","Dmitry Tursunov","Russian Federation",4,-2,0,-2,63,53,-8,34,61,-17,29,48,-9,6,50,50,9,33,21,-17,21,42,-9,0,0,-50,9,63,55,-15,54,29,-15,117,43,-13
52,2013,"ATP World Tour Masters 1000 Cincinnati",16,NA,"W","Juan Martin Del Potro","Argentina","Feliciano Lopez","Spain",5,-6,1,-2,76,65,11,50,64,-1,26,53,-8,3,0,-70,13,52,34,-2,44,38,-8,10,30,-70,14,76,60,-3,96,36,-3,172,47,-5
52,2013,"ATP World Tour Masters 1000 Cincinnati",16,NA,"L","Feliciano Lopez","Spain","Juan Martin Del Potro","Argentina",11,6,3,2,96,54,-11,52,65,1,44,61,8,10,70,70,14,50,36,2,26,46,8,3,100,70,13,96,63,3,76,39,3,172,52,5
53,2013,"ATP World Tour Masters 1000 Cincinnati",16,NA,"W","Roger Federer","Switzerland","Tommy Haas","Germany",10,0,4,0,100,66,1,66,71,4,34,41,-9,9,66,-9,14,61,32,4,32,50,-8,12,25,-8,14,100,61,0,93,38,-1,193,50,1
53,2013,"ATP World Tour Masters 1000 Cincinnati",16,NA,"L","Tommy Haas","Germany","Roger Federer","Switzerland",10,0,4,0,93,65,-1,61,67,-4,32,50,9,12,75,9,14,66,28,-4,34,58,8,9,33,8,14,93,61,0,100,39,1,193,49,-1
54,2013,"ATP World Tour Masters 1000 Cincinnati",16,NA,"W","Rafael Nadal","Spain","Grigor Dimitrov","Bulgaria",4,-8,2,-2,87,73,8,64,70,0,23,47,6,5,60,10,14,54,29,0,29,58,6,10,50,10,14,87,64,4,83,39,4,170,52,5
54,2013,"ATP World Tour Masters 1000 Cincinnati",16,NA,"L","Grigor Dimitrov","Bulgaria","Rafael Nadal","Spain",12,8,4,2,83,65,-8,54,70,0,29,41,-6,10,50,-10,14,64,29,0,23,52,-6,5,40,-10,14,83,60,-4,87,35,-4,170,47,-5
55,2013,"ATP World Tour Masters 1000 Cincinnati",16,NA,"W","Tomas Berdych","Czech Republic","Tommy Robredo","Spain",6,4,0,-2,50,50,-6,25,80,30,25,64,12,4,100,67,8,22,50,30,17,47,11,6,66,66,7,50,72,21,39,48,20,89,61,23
55,2013,"ATP World Tour Masters 1000 Cincinnati",16,NA,"L","Tommy Robredo","Spain","Tomas Berdych","Czech Republic",2,-4,2,2,39,56,6,22,50,-30,17,52,-12,6,33,-67,7,25,20,-30,25,36,-11,4,0,-66,8,39,51,-21,50,28,-20,89,38,-23
56,2013,"ATP World Tour Masters 1000 Cincinnati",16,NA,"W","Andy Murray","Great Britain","Julien Benneteau","France",7,5,2,-3,49,67,11,33,75,10,16,62,31,1,100,80,8,29,34,10,22,68,31,5,80,80,8,49,71,21,51,49,21,100,60,20
56,2013,"ATP World Tour Masters 1000 Cincinnati",16,NA,"L","Julien Benneteau","France","Andy Murray","Great Britain",2,-5,5,3,51,56,-11,29,65,-10,22,31,-31,5,20,-80,8,33,24,-10,16,37,-31,1,0,-80,8,51,50,-21,49,28,-21,100,40,-20
57,2013,"ATP World Tour Masters 1000 Cincinnati",8,NA,"W","John Isner","United States","Novak Djokovic","Serbia",9,0,0,-5,93,74,8,69,79,7,24,62,5,4,75,-15,16,85,27,7,42,42,5,10,10,-15,17,93,75,8,127,32,8,220,50,1
57,2013,"ATP World Tour Masters 1000 Cincinnati",8,NA,"L","Novak Djokovic","Serbia","John Isner","United States",9,0,5,5,127,66,-8,85,72,-7,42,57,-5,10,90,15,17,69,20,-7,24,37,-5,4,25,15,16,127,67,-8,93,24,-8,220,49,-1
58,2013,"ATP World Tour Masters 1000 Cincinnati",8,NA,"W","Juan Martin Del Potro","Argentina","Dmitry Tursunov","Russian Federation",15,8,4,2,68,69,6,47,80,14,21,61,7,2,50,-20,13,57,33,14,33,45,7,10,30,-20,13,68,75,13,90,37,12,158,53,7
58,2013,"ATP World Tour Masters 1000 Cincinnati",8,NA,"L","Dmitry Tursunov","Russian Federation","Juan Martin Del Potro","Argentina",7,-8,2,-2,90,63,-6,57,66,-14,33,54,-7,10,70,20,13,47,19,-14,21,38,-7,2,50,20,13,90,62,-13,68,25,-12,158,46,-7
59,2013,"ATP World Tour Masters 1000 Cincinnati",8,NA,"W","Rafael Nadal","Spain","Roger Federer","Switzerland",3,-1,1,1,94,73,10,69,73,6,25,60,-2,2,50,-27,16,65,32,6,37,37,-3,9,22,-28,15,94,70,5,102,34,5,196,51,3
59,2013,"ATP World Tour Masters 1000 Cincinnati",8,NA,"L","Roger Federer","Switzerland","Rafael Nadal","Spain",4,1,0,-1,102,63,-10,65,67,-6,37,62,2,9,77,27,15,69,26,-6,25,40,3,2,50,28,16,102,65,-5,94,29,-5,196,48,-3
60,2013,"ATP World Tour Masters 1000 Cincinnati",8,NA,"W","Tomas Berdych","Czech Republic","Andy Murray","Great Britain",2,-8,1,-1,66,56,2,37,72,2,29,65,8,4,100,34,10,31,29,2,26,42,8,6,33,33,9,66,69,5,57,35,5,123,53,7
60,2013,"ATP World Tour Masters 1000 Cincinnati",8,NA,"L","Andy Murray","Great Britain","Tomas Berdych","Czech Republic",10,8,2,1,57,54,-2,31,70,-2,26,57,-8,6,66,-34,9,37,27,-2,29,34,-8,4,0,-33,10,57,64,-5,66,30,-5,123,46,-7
61,2013,"ATP World Tour Masters 1000 Cincinnati",4,NA,"W","John Isner","United States","Juan Martin Del Potro","Argentina",23,13,6,-3,127,66,5,84,77,5,43,48,-8,7,85,14,17,69,27,5,44,43,-8,7,28,14,16,127,67,1,113,33,1,240,51,3
61,2013,"ATP World Tour Masters 1000 Cincinnati",4,NA,"L","Juan Martin Del Potro","Argentina","John Isner","United States",10,-13,9,3,113,61,-5,69,72,-5,44,56,8,7,71,-14,16,84,22,-5,43,51,8,7,14,-14,17,113,66,-1,127,32,-1,240,48,-3
62,2013,"ATP World Tour Masters 1000 Cincinnati",4,NA,"W","Rafael Nadal","Spain","Tomas Berdych","Czech Republic",7,1,6,2,80,71,19,57,75,-7,23,60,22,6,83,33,12,47,17,-7,42,61,22,4,50,34,12,80,71,10,89,38,10,169,53,7
62,2013,"ATP World Tour Masters 1000 Cincinnati",4,NA,"L","Tomas Berdych","Czech Republic","Rafael Nadal","Spain",6,-1,4,-2,89,52,-19,47,82,7,42,38,-22,4,50,-33,12,57,24,7,23,39,-22,6,16,-34,12,89,61,-10,80,28,-10,169,46,-7
63,2013,"ATP World Tour Masters 1000 Cincinnati",2,NA,"W","Rafael Nadal","Spain","John Isner","United States",6,-5,2,1,77,72,-4,56,83,9,21,71,3,3,100,100,12,62,25,9,19,31,3,0,0,0,12,77,80,8,81,27,8,158,53,7
63,2013,"ATP World Tour Masters 1000 Cincinnati",2,NA,"L","John Isner","United States","Rafael Nadal","Spain",11,5,1,-1,81,76,4,62,74,-9,19,68,-3,0,0,-100,12,56,16,-9,21,28,-3,3,0,0,12,81,72,-8,77,19,-8,158,46,-7
1,2013,"ATP World Tour Masters 1000 Indian Wells",128,NA,"W","Novak Djokovic","Serbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2013,"ATP World Tour Masters 1000 Indian Wells",128,NA,"L",NA,NA,"Novak Djokovic","Serbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2013,"ATP World Tour Masters 1000 Indian Wells",128,NA,"W","Fabio Fognini","Italy","Aljaz Bedene","Slovenia",4,-2,1,0,74,56,5,42,73,1,32,43,10,9,77,35,10,29,27,1,27,66,10,7,57,35,9,74,60,7,56,46,7,130,54,9
2,2013,"ATP World Tour Masters 1000 Indian Wells",128,NA,"L","Aljaz Bedene","Slovenia","Fabio Fognini","Italy",6,2,1,0,56,51,-5,29,72,-1,27,33,-10,7,42,-35,9,42,26,-1,32,56,-10,9,22,-35,10,56,53,-7,74,39,-7,130,45,-9
3,2013,"ATP World Tour Masters 1000 Indian Wells",128,NA,"W","Matthew Ebden","Australia","Andrey Kuznetsov","Russian Federation",4,-1,6,-1,97,57,1,56,76,6,41,48,2,10,70,4,15,51,29,6,39,53,2,12,33,3,14,97,64,4,90,40,5,187,52,5
3,2013,"ATP World Tour Masters 1000 Indian Wells",128,NA,"L","Andrey Kuznetsov","Russian Federation","Matthew Ebden","Australia",5,1,7,1,90,56,-1,51,70,-6,39,46,-2,12,66,-4,14,56,23,-6,41,51,-2,10,30,-3,15,90,60,-4,97,35,-5,187,47,-5
4,2013,"ATP World Tour Masters 1000 Indian Wells",128,NA,"W","Grigor Dimitrov","Bulgaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2013,"ATP World Tour Masters 1000 Indian Wells",128,NA,"L",NA,NA,"Grigor Dimitrov","Bulgaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2013,"ATP World Tour Masters 1000 Indian Wells",128,NA,"W","Sam Querrey","United States",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2013,"ATP World Tour Masters 1000 Indian Wells",128,NA,"L",NA,NA,"Sam Querrey","United States",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,2013,"ATP World Tour Masters 1000 Indian Wells",128,NA,"W","Ivo Karlovic","Croatia","Jack Sock","United States",12,6,6,4,81,53,1,43,88,13,38,60,-13,2,50,-10,14,49,24,13,45,26,-13,5,40,-10,15,81,75,1,94,25,1,175,48,-3
6,2013,"ATP World Tour Masters 1000 Indian Wells",128,NA,"L","Jack Sock","United States","Ivo Karlovic","Croatia",6,-6,2,-4,94,52,-1,49,75,-13,45,73,13,5,60,10,15,43,11,-13,38,39,13,2,50,10,14,94,74,-1,81,24,-1,175,51,3
7,2013,"ATP World Tour Masters 1000 Indian Wells",128,NA,"W","Marinko Matosevic","Australia","Tommy Robredo","Spain",0,-2,1,-2,61,62,9,38,63,5,23,60,12,5,60,16,10,34,41,5,29,51,12,9,55,15,10,61,62,9,63,46,9,124,54,9
7,2013,"ATP World Tour Masters 1000 Indian Wells",128,NA,"L","Tommy Robredo","Spain","Marinko Matosevic","Australia",2,2,3,2,63,53,-9,34,58,-5,29,48,-12,9,44,-16,10,38,36,-5,23,39,-12,5,40,-15,10,63,53,-9,61,37,-9,124,45,-9
8,2013,"ATP World Tour Masters 1000 Indian Wells",128,NA,"W","Juan Monaco","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,2013,"ATP World Tour Masters 1000 Indian Wells",128,NA,"L",NA,NA,"Juan Monaco","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2013,"ATP World Tour Masters 1000 Indian Wells",128,NA,"W","Marin Cilic","Croatia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2013,"ATP World Tour Masters 1000 Indian Wells",128,NA,"L",NA,NA,"Marin Cilic","Croatia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2013,"ATP World Tour Masters 1000 Indian Wells",128,NA,"W","Albert Ramos","Spain","Horacio Zeballos","Argentina",4,3,0,-6,54,64,10,35,74,9,19,68,24,2,100,34,9,32,34,9,27,55,24,9,33,33,9,54,72,17,59,44,17,113,57,15
10,2013,"ATP World Tour Masters 1000 Indian Wells",128,NA,"L","Horacio Zeballos","Argentina","Albert Ramos","Spain",1,-3,6,6,59,54,-10,32,65,-9,27,44,-24,9,66,-34,9,35,25,-9,19,31,-24,2,0,-33,9,59,55,-17,54,27,-17,113,42,-15
11,2013,"ATP World Tour Masters 1000 Indian Wells",128,NA,"W","Michael Llodra","France","Daniel Munoz-De La Nava","Spain",9,6,1,0,52,65,4,34,88,20,18,77,5,0,0,-66,11,35,31,20,22,27,5,6,33,33,10,52,84,14,57,29,14,109,55,11
11,2013,"ATP World Tour Masters 1000 Indian Wells",128,NA,"L","Daniel Munoz-De La Nava","Spain","Michael Llodra","France",3,-6,1,0,57,61,-4,35,68,-20,22,72,-5,6,66,66,10,34,11,-20,18,22,-5,0,0,-33,11,57,70,-14,52,15,-14,109,44,-11
12,2013,"ATP World Tour Masters 1000 Indian Wells",128,NA,"W","Milos Raonic","Canada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2013,"ATP World Tour Masters 1000 Indian Wells",128,NA,"L",NA,NA,"Milos Raonic","Canada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,2013,"ATP World Tour Masters 1000 Indian Wells",128,NA,"W","Mardy Fish","United States",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,2013,"ATP World Tour Masters 1000 Indian Wells",128,NA,"L",NA,NA,"Mardy Fish","United States",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,2013,"ATP World Tour Masters 1000 Indian Wells",128,NA,"W","Bobby Reynolds","United States","Benjamin Becker","Germany",8,1,6,1,91,57,7,52,67,-4,39,51,-3,6,50,-5,14,42,28,-4,42,45,-3,9,44,-6,14,91,60,-3,84,36,-3,175,49,-1
14,2013,"ATP World Tour Masters 1000 Indian Wells",128,NA,"L","Benjamin Becker","Germany","Bobby Reynolds","United States",7,-1,5,-1,84,50,-7,42,71,4,42,54,3,9,55,5,14,52,32,4,39,48,3,6,50,6,14,84,63,3,91,39,3,175,50,1
15,2013,"ATP World Tour Masters 1000 Indian Wells",128,NA,"W","James Blake","United States","Robin Haase","Netherlands",3,2,2,-1,52,63,5,33,78,3,19,57,19,1,0,-40,10,29,24,3,21,61,19,5,60,-40,9,52,71,11,50,40,12,102,55,11
15,2013,"ATP World Tour Masters 1000 Indian Wells",128,NA,"L","Robin Haase","Netherlands","James Blake","United States",1,-2,3,1,50,58,-5,29,75,-3,21,38,-19,5,40,40,9,33,21,-3,19,42,-19,1,100,40,10,50,60,-11,52,28,-12,102,44,-11
16,2013,"ATP World Tour Masters 1000 Indian Wells",128,NA,"W","Jo-Wilfried Tsonga","France",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,2013,"ATP World Tour Masters 1000 Indian Wells",128,NA,"L",NA,NA,"Jo-Wilfried Tsonga","France",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,2013,"ATP World Tour Masters 1000 Indian Wells",128,NA,"W","Andy Murray","Great Britain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,2013,"ATP World Tour Masters 1000 Indian Wells",128,NA,"L",NA,NA,"Andy Murray","Great Britain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,2013,"ATP World Tour Masters 1000 Indian Wells",128,NA,"W","Evgeny Donskoy","Russian Federation","Tatsuma Ito","Japan",6,6,1,-3,48,60,15,29,72,17,19,73,33,6,100,37,8,27,44,17,32,59,33,11,36,36,7,48,72,25,59,52,25,107,61,23
18,2013,"ATP World Tour Masters 1000 Indian Wells",128,NA,"L","Tatsuma Ito","Japan","Evgeny Donskoy","Russian Federation",0,-6,4,3,59,45,-15,27,55,-17,32,40,-33,11,63,-37,7,29,27,-17,19,26,-33,6,0,-36,8,59,47,-25,48,27,-25,107,38,-23
19,2013,"ATP World Tour Masters 1000 Indian Wells",128,NA,"W","Yen-Hsun Lu","CHINESE TAIPEI ( TAIWAN )","Tim Smyczek","United States",2,1,4,3,79,50,-6,40,70,18,39,48,-10,8,62,34,12,40,47,17,31,41,-10,7,71,34,12,79,59,5,71,45,5,150,52,5
19,2013,"ATP World Tour Masters 1000 Indian Wells",128,NA,"L","Tim Smyczek","United States","Yen-Hsun Lu","CHINESE TAIPEI ( TAIWAN )",1,-1,1,-3,71,56,6,40,52,-18,31,58,10,7,28,-34,12,40,30,-17,39,51,10,8,37,-34,12,71,54,-5,79,40,-5,150,47,-5
20,2013,"ATP World Tour Masters 1000 Indian Wells",128,NA,"W","Martin Klizan","Slovakia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,2013,"ATP World Tour Masters 1000 Indian Wells",128,NA,"L",NA,NA,"Martin Klizan","Slovakia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,2013,"ATP World Tour Masters 1000 Indian Wells",128,NA,"W","Alexandr Dolgopolov","Ukraine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,2013,"ATP World Tour Masters 1000 Indian Wells",128,NA,"L",NA,NA,"Alexandr Dolgopolov","Ukraine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,2013,"ATP World Tour Masters 1000 Indian Wells",128,NA,"W","Carlos Berlocq","Argentina","Santiago Giraldo","Colombia",2,1,2,-1,87,54,0,47,70,9,40,52,10,10,70,16,13,47,38,9,40,57,10,11,45,15,13,87,62,10,87,47,10,174,54,9
22,2013,"ATP World Tour Masters 1000 Indian Wells",128,NA,"L","Santiago Giraldo","Colombia","Carlos Berlocq","Argentina",1,-1,3,1,87,54,0,47,61,-9,40,42,-10,11,54,-16,13,47,29,-9,40,47,-10,10,30,-15,13,87,52,-10,87,37,-10,174,45,-9
23,2013,"ATP World Tour Masters 1000 Indian Wells",128,NA,"W","Philipp Petzschner","Germany","Dmitry Tursunov","Russian Federation",5,2,2,-3,61,49,0,30,66,2,31,64,12,4,75,0,10,39,35,2,40,47,12,12,25,0,10,61,65,7,79,41,7,140,52,5
23,2013,"ATP World Tour Masters 1000 Indian Wells",128,NA,"L","Dmitry Tursunov","Russian Federation","Philipp Petzschner","Germany",3,-2,5,3,79,49,0,39,64,-2,40,52,-12,12,75,0,10,30,33,-2,31,35,-12,4,25,0,10,79,58,-7,61,34,-7,140,47,-5
24,2013,"ATP World Tour Masters 1000 Indian Wells",128,NA,"W","Kei Nishikori","Japan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,2013,"ATP World Tour Masters 1000 Indian Wells",128,NA,"L",NA,NA,"Kei Nishikori","Japan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,2013,"ATP World Tour Masters 1000 Indian Wells",128,NA,"W","Nicolas Almagro","Spain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,2013,"ATP World Tour Masters 1000 Indian Wells",128,NA,"L",NA,NA,"Nicolas Almagro","Spain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,2013,"ATP World Tour Masters 1000 Indian Wells",128,NA,"W","Daniel Gimeno-Traver","Spain","Lukas Lacko","Slovakia",5,5,1,-1,48,56,12,27,81,25,21,47,12,5,60,10,9,25,44,26,31,64,12,10,50,10,8,48,66,22,56,55,22,104,60,21
26,2013,"ATP World Tour Masters 1000 Indian Wells",128,NA,"L","Lukas Lacko","Slovakia","Daniel Gimeno-Traver","Spain",0,-5,2,1,56,44,-12,25,56,-25,31,35,-12,10,50,-10,8,27,18,-26,21,52,-12,5,40,-10,9,56,44,-22,48,33,-22,104,39,-21
27,2013,"ATP World Tour Masters 1000 Indian Wells",128,NA,"W","Pablo Andujar","Spain","Steve Johnson","United States",2,-5,9,0,75,52,-2,39,69,6,36,61,11,6,66,24,12,46,36,6,38,50,12,7,57,24,13,75,65,8,84,42,8,159,53,7
27,2013,"ATP World Tour Masters 1000 Indian Wells",128,NA,"L","Steve Johnson","United States","Pablo Andujar","Spain",7,5,9,0,84,54,2,46,63,-6,38,50,-11,7,42,-24,13,39,30,-6,36,38,-12,6,33,-24,12,84,57,-8,75,34,-8,159,46,-7
28,2013,"ATP World Tour Masters 1000 Indian Wells",128,NA,"W","Tommy Haas","Germany",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,2013,"ATP World Tour Masters 1000 Indian Wells",128,NA,"L",NA,NA,"Tommy Haas","Germany",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,2013,"ATP World Tour Masters 1000 Indian Wells",128,NA,"W","Jeremy Chardy","France",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
